text_id,text,task_1,task_2,split
hasoc_2020_hi_2875,"RT @I_am_Anil_Tyagi: अब तो बच्चे भी कहने लगे कि चौकीदार चोर है😊
पूरा वीडियो आपने भी नहीं डाला जिसमे @priyankagandhi इन बच्चो को मना कर रही…",HOF,OFFN,train
hasoc_2020_hi_2800,"RT @I_am_Anil_Tyagi: मुझे हराने वाला कोई पैदा नहीं हुआ---निरहुआ😊
निरहुआ बोलते गए और फँसते गए;भरपूर मनोरंजन के लिए देखें यह पूरा वीडियो। 
इत…",HOF,OFFN,train
hasoc_2020_hi_3432,RT @AshrafFem: मैं मुसलमान हूँ और मैं शपथ लेता हूँ कि कट्टरवादी चाहे मुझे कितनी भी गालियां दे या मेरे धर्म को निशाना बनाये मगर मैं कभी भी…,NOT,NONE,train
hasoc_2020_hi_4058,@ArvindKejriwal अरविंद जी अगर भारतीय जनता पार्टी जीती तो उसके जिम्मेदार सिर्फ और सिर्फ आप होंगे क्योंकि आप पूरे देश में तो क्या दिल्ली के संगठन को ही जोड़ कर नहीं रख सके हमें खेद है हम आप को प्रधानमंत्री देखना चाहते थे और आप,NOT,NONE,train
hasoc_2020_hi_2397,"RT @SunildasBohane: #वेद_मेरा_भेद_है
इस पूरी पृथ्वी पर एक ही संत  है जो हमें  शास्त्रों और वेदों के अनुसार भक्ति करवा रहे हैं वह सिर्फ संत…",NOT,NONE,train
hasoc_2020_hi_1934,RT @Jitendr54356112: देश का सामान्य नागरिक ऐसी गलती कर देता तो उसे भी ऐसे ही माफ करते । सामान्य नागरिक को निम्न कोर्ट भी माफ नहीं करता । स…,NOT,NONE,train
hasoc_2020_hi_2477,"RT @VIKASHK98936087: @RahulGandhi कोने में बैठ कर चार अंधभक्त रो रहे थे,,,

मैंने पूछा क्या हुआ  ?

तो बोले

23 मई की तैयारी कर रहे हैं😂🤣😂…",NOT,NONE,train
hasoc_2020_hi_4037,"RT @RakeshKP1978: @RabriDeviRJD @laluprasadrjd का हो चाची सब कइलू, जब कुछ ना भेटाइल त अब इमोसनल कार्ड खेलत बाड़ू।एक बात कहीं।
एहू से कुछ न…",NOT,NONE,train
hasoc_2020_hi_779,RT @manakgupta: मोदी जी कह रहे हैं कांग्रेस नेता उनकी हत्या कराने के सपने देख रहे हैं. अब ज़्यादा हो रहा है PM जी 🤭,NOT,NONE,train
hasoc_2020_hi_2019,"RT @AvantikaDs: पाकिस्तानी लेखक ने  बिल्कुल सही लिखा..
मोदी ने देशभक्त और देशद्रोहियों के बीच विभाजन कर दिया है..!!",NOT,NONE,train
hasoc_2020_hi_1983,@ArvindKejriwal Pehle jaake EC response sun lijiye fir bakiye @ArvindKejriwal,NOT,NONE,train
hasoc_2020_hi_1377,RT @YudhishthirSah6: @YuvrajP70879924 @Aryavrta गर्म पानी से स्नान नहीं करना चाहिए गर्म पानी सिर पर कभी  नहीं डालना चाहिए  उबटन से स्नान कर…,NOT,NONE,train
hasoc_2020_hi_568,RT @SheilaDikshit: तुम तो सब को लाजवाब कर देते हो https://t.co/wGZ188xIXs,NOT,NONE,train
hasoc_2020_hi_2158,"RT @TejBahudur: सेना के सिपाहियों का ये हाल होता है, आज से नही कई सरकारों से, लेकिन अगर कोई हिम्मत करके सिपाही इसके खिलाफ बोल दे तो देशद्रो…",NOT,NONE,train
hasoc_2020_hi_3651,"@ArunNayyer2 @ZeeNewsHindi @IndiaToday @aajtak @TimesNow @abpnewstv कब तक चलेगी ये मनमानी मोदी की 
Bjp भगाओ देश बचाओ",NOT,NONE,train
hasoc_2020_hi_3836,"RT @AchAnkurArya: सीधे काबा में खडे होकर अल्ला से सीधे मोदी के खात्मे की यह दुआ बताती है कि मोदी को हटाना मुसलमानों के वश की बात नही, शायद…",HOF,HATE,train
hasoc_2020_hi_1797,"@AlkaMehta19 नजरों को तेरे प्यार से इंकार नहीं है,
अब मुझे किसी और का इंतज़ार नहीं है,
खामोश अगर हूँ मैं तो ये वजूद है मेरा
तुम ये न समझना कि तुमसे प्यार नहीं है। https://t.co/6t78HusAIY",NOT,NONE,train
hasoc_2020_hi_132,RT @JEMMasoodAzhar: मैं #MasoodAzhar पूरे मुस्लिम आवाम को संदेश देना चाहता हु और ये कहना चाहता हु की मुझे Global terrorist घोषित करने के पी…,HOF,OFFN,train
hasoc_2020_hi_2055,संजय दत्‍त बच्‍चे की तरह हैं: अर्जुन कपूर https://t.co/RSZ6j80XUQ,NOT,NONE,train
hasoc_2020_hi_632,RT @sudhirchaudhary: बनारस में कुल्हड़ की चाय और कचौड़ी के बिना दिन अधूरा रहेगा।@vishalpandeyk के साथ सड़क किनारे चाय पर चर्चा। https://t.c…,NOT,NONE,train
hasoc_2020_hi_4117,"@ppbajpai क्या ज़माना आ गया भई!हद कर दी आप ने.. हर न्यूज़ वाले ने धक्का मार कर बाहर कर दिया और अब फ़ेसबुक अड्डा जमा दिया..लगता है अब ""जुकरबर्ग"" बैन लगयेगा तभी कुछ समझ आएगा।",NOT,NONE,train
hasoc_2020_hi_690,"एक तन्हा रात में तुम्हारी याद आ गयी,
याद भुलाने के लिए हमने एक शमां जला दी,
क्या कायनात दिखा दी उस शमां ने हमको,
उसके उठते धुएं ने तुम्हारी तस्वीर ही बना दी…",NOT,NONE,train
