HITId,tweet,sentiment,directness,annotator_sentiment,target,group
241,kabyle et renois @url,abusive,direct,sadness,origin,indian/hindu
242,@user @user ah putain t'es encore plus un attardé en fait,offensive,indirect,shock,disability,individual
243,@user critique pas l’5 stp dans l’16 y’a renois qui s’font sucer,fearful,direct,sadness,origin,african_descent
244,point immigration islam terrorisme arabe avec marine le pen c’est maintenant! heuuu wauquiez #lemissionpolitique,abusive_normal,direct,sadness,religion,muslims
245,#migrants à cergy:dans la rue nus agressant sexuellement les femmes les battant quand elles refusent:ca est:le… @url,fearful,direct,shock,origin,individual
246,kevin il se bat avec tous les rebeus avec une moustache pr mieux froisser berka #verité,hateful,direct,fear,origin,left_wing_people
247,@user sim tu eh outro nivel de mongol,offensive,indirect,indifference,other,special_needs
248,ils minimisent totalement le harcèlement etc même pour avoir taffer je reste carrément choquée de la manière dont… @url,offensive,direct,fear_sadness,origin,women
249,@user @user @user @user tu prefere la violence libre à toi. nous préfère qu il fin… @url,normal,indirect,indifference,other,other
250,Ça tombe bien le territoire recrute! moûtiers : 19 réfugiés arriveront début octobre @url,disrespectful,direct,shock,origin,individual
251,@user jpp t'es un putain de mongol tommy,offensive,direct,indifference,disability,special_needs
252,@user mdsdois mongol,offensive,indirect,shock_indifference_disgust,other,individual
253,@user bh toi un gros mongol en quoi c drol nab????,abusive,direct,confusion_indifference,origin,other
254,des #migrants clandestins armés s'affrontent devant la fac d'éco-gestion à #marseille. les expulser est une urgence… @url,normal,direct,sadness,origin,immigrants
255,les daronnes renois elles parlent avec les yeux mdrr,abusive,direct,confusion_disgust,origin,other
256,@user au jz tu trainais avec des rebeus et des footeux ?,abusive,direct,shock,origin,arabs
257,@user putain j'écrit comme un attardé c'est incroyable,offensive_disrespectful,indirect,indifference_disgust,disability,individual
258,@user avec en légende : « les renois toujours dans l’excès »,abusive,direct,shock,origin,other
259,tu sauves des migrants @url,fearful,direct,sadness_indifference,origin,african_descent
260,@user @user chama de mongol n satanas,offensive,direct,shock,other,individual
261,@user absolute mongol,abusive,direct,indifference,origin,indian/hindu
262,rt @user hier je parlais avec un intello-gauchiste qui m'a dit:nnfaut bien reconnaitre qu'une seule religion aujourd'hui pose,abusive,direct,fear_indifference,origin,indian/hindu
263,#grèce: les transferts de réfugiés et migrants vers le continent s’accélèrent.,abusive,direct,sadness,origin,refugees
264,@user @user comme vous n'êtes pas juif vous êtes con et sale.,hateful,indirect,shock,religion,jews
265,série d'agressions avec violence : des faits de trop mais peu nombreux en corse @url,abusive,direct,shock,origin,other
266,ben alors les arabes ne donnent pas de sous à l'unrwa mais le reste du monde oui? Ça donne pas de sous ça récupèr… @url,abusive,direct,shock,origin,individual
267,je vais vous le refaire pour votre plaisir: toi prof gauchiste qui gagne une misere qui critique l'autorite quand @url,offensive,direct,sadness,origin,indian/hindu
268,@user Être de gauche voir gauchiste n'est pas un crime non plus.,normal,indirect,indifference,other,left_wing_people
269,en 77passe dire bjr mon cousinson ami gauchiste avec qui il fait conakry en 1958memel foteh disaitpr rel @url,abusive_normal,direct,shock_indifference,origin,other
270,@user 2 mongol,abusive,direct,indifference,origin,other
271,@user c ca votre problrme les arabes essaye detre sympatique direct dans la violence apres ca minsulte qd jvote fn,offensive,direct,fear_indifference,origin,other
272,liverpool l’islam le psg le terrorisme fuck nasser,hateful,direct,anger_shock,religion,muslims
273,les renois qui sont dans les délires darkskin lighskin kinkin skin foison ils font trop rire ces guignols avec leur classification la,abusive,direct,confusion_fear_shock_sadness_disgust,origin,other
274,(charente libre): l'#italie adopte une loi pour expulser plus vite les migrants : le conseil des ministres italie… @url,normal,direct,sadness_indifference,origin,other
275,l'attardé de bogota @url,abusive,direct,indifference,origin,individual
276,@user mais gros dirait que t’es un mongol t’es sorti 3 fois de chez toi pour trouver t’as l’air d’avoir… @url,offensive,direct,indifference,other,individual
277,petite pensée aux rebeus qui se font contrôler 8 fois par semaine sachez que benalla va acheter chaque matin son j… @url,offensive,direct,anger_confusion_sadness_shock_indifference,origin,arabs
278,j’suis contre l’avortement c’est tout @url,abusive,direct,sadness,origin,other
279,@user jvais changer mongol,offensive,indirect,indifference,disability,individual
280,c'est qui le mongol qui se lève à 4h et qui se pointe au boulot alors qu'il est en vacance? c'est moi ;),fearful,direct,sadness,origin,other
281,@user @user mongol,offensive,direct,anger_sadness_shock_indifference_disgust,other,individual
282,@user @user indecrottable gauchiste e.n.!,offensive,direct,confusion_shock_indifference_disgust,other,left_wing_people
283,@user weeeee joyeux anniversaire sale juif,abusive_offensive,direct,shock,religion,jews
284,wallah wallah axel il est trop marrant ce mongol il régale,offensive,direct,anger_indifference,other,individual
285,@user peut-on imposer son (4x4 qui pue | caractère pourri | imbécilité | violence | chat | incontinence | a… @url,normal,direct,indifference,other,other
286,@user je sais très bien mais je pouvais pas citer les origines de tt les renois logique,abusive,indirect,anger_indifference,origin,african_descent
287,pq j’vois au states les renois il saute à l’eau avec des chaussettes et tout mdrr,normal,direct,shock,origin,african_descent
288,@user @user @user « c’est pas un drame en soit » mais tu m’a qd même traite de « mongol » pe… @url,offensive_normal,indirect,sadness,other,individual
289,d’ailleursil un mec dans classe (vrai 2001 attardé) « les filles qui prennent des nudes c des putes » forc… @url,offensive,direct,indifference,other,women
290,la société médiatique française est très branchée multiraciale multiculturaliste pro migrants pro immigrés dan… @url,offensive,direct,shock,origin,african_descent
291,les musiques rebeus ça remonte le moral,abusive,direct,anger_sadness,origin,other
292,@user @user @user mon dieu ! ca doit etre formidable d'avoir un cerveau de gauchistes..... @url,normal,indirect,shock,other,left_wing_people
293,@user @user @user un mongol supporter de foot donc un sous chien amoureux de l'islam qui bave,offensive,direct,shock,origin,african_descent
294,n'empêche sans faire l'intellectuel faut vraiment être sacrément attardé et bas mentalement pour aimer regarder ce… @url,offensive,direct,shock,origin,other
295,il sauvé un être tres cher à moi de la maladie. le croyait mort. mais je sais que c’est dieu qui l’a ramené à… @url,fearful,direct,shock,origin,other
296,mais qui est l’attardé qui rédigée cette loi de merde ? @url,offensive,direct,anger_confusion_sadness_indifference_disgust,other,individual
297,@user c'est tout de même un sacré raccourci que de relier les rothschild à une théorie du complot antisémite… @url,offensive,direct,fear_shock_indifference_sadness_disgust,origin,other
298,confÉrence – tintin dans les pays arabes @url,abusive_normal,direct,shock,other,arabs
299,@user l'endoctrinement gauchiste fonctionne plein pot sur des cliches leur pille leurs richesses le... @url,normal,indirect,indifference,other,left_wing_people
300,tout les jours negro c'est fridayyyyyyyy,normal,direct,sadness,origin,special_needs
301,grèce: les transferts de réfugiés et migrants vers le continent s’accélèrent @url @url,hateful,direct,fear_indifference,origin,indian/hindu
302,@user non je connais juste le commentaire que tu partages tout fièrement et qui prouve que t’es juste un attardé pour oser en rigoler,offensive,direct,sadness,other,individual
303,@user t'as vu mgl ? j'ai réuni les sœurs tiramisu les rebeus dégradés les pp mangas et les lgbt pour hagar,offensive,indirect,shock_indifference,origin,other
304,le t4 de prison lab permet d'appréhender un peu mieux l'organisation de cette expérience malsaine. s'attarde bea… @url,fearful,direct,sadness,origin,african_descent
305,@user @user @user l'islam interdit le terrorisme de la manière la plus claire :,normal,indirect,shock,other,other
306,« kinkinkin moi je préfère qu’on trompe pas tout court » vous êtes attardé ou quoi c’est comme si jvous dit « oa… @url,offensive,indirect,indifference,other,individual
307,@user @user grosso modo les ouïghours sont un peuple turc (ou turco-mongol) et musulman. bien s… @url,normal,direct,indifference,other,other
308,@user @user @user ouais bien sur et j met chaussure gauche au pied droit jui pas un attarde non plus fdp,abusive_offensive,indirect,indifference_disgust,other,individual
309,@user quand fait du choc des civilisations la base de la lutte contre le terrorisme revigore l'at… @url,normal,indirect,indifference,other,other
310,@user un témoin de l'empreinte des presque trois cents ans d'existence cumulées de l'empire mongol et de la horde d'or.,normal,indirect,shock,other,other
311,@user @user ps mais el acquiaissais tout ce qu'el disait el disait à la russe laisser tomber faut ps par… @url,normal,indirect,indifference,other,other
312,@user @user ils ont du mal,abusive_normal,indirect,indifference,other,other
313,@user gngn mongol tveu jle dise comment sans citer au moins 1 fois,offensive,direct,indifference,other,individual
314,cc @user @user @user @user @user @user,abusive,direct,sadness,origin,other
315,en écoutant cette chanson en entier se rend compte des influences arabes grâce aux sonorités utilisées en fond.… @url,normal,direct,shock,origin,arabs
316,@user @user le terrorisme intellectuel du lobby homosexuel à la mairie de paris en parle?,fearful_abusive,indirect,indifference_disgust,sexual_orientation,gay
317,@user @user @user j'ai juste lu onfray gauchiste et j'ai arrete,fearful_abusive_offensive_disrespectful_normal,indirect,sadness_indifference,other,left_wing_people
318,qui est le plus gros attardé ?,offensive,direct,confusion_sadness_shock_indifference_disgust,origin,other
319,@user @user l’islam valide le terrorisme et ne s’y oppose pas ce que fait daesh n’est absolument pas e… @url,hateful,indirect,disgust,religion,muslims
320,g envie de pleurer pourquoi les darons renois sont pas comme ça ? @url,abusive,direct,shock,origin,other
